,day_type,hour,outdoor_dry_bulb_temperature,outdoor_dry_bulb_temperature_predicted_6h,outdoor_dry_bulb_temperature_predicted_12h,outdoor_dry_bulb_temperature_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,carbon_intensity,indoor_dry_bulb_temperature,non_shiftable_load,solar_generation,dhw_storage_soc,electrical_storage_soc,electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h,cooling_demand,dhw_demand,indoor_dry_bulb_temperature_set_point,occupant_count,net_electricity_consumption
0,5,1,24.66,24.91063837286892,38.41595750389884,27.611463798620964,0.0,54.62592690305676,116.84288555041891,0.0,0.0,143.32433464351564,1020.7560931323054,0.0,0.40248835,23.098652,0.35683933,0.0,0.0,0.2,0.02893,0.02893,0.02915,0.02893,1.1192156,0.055682074,23.222221,3.0,0.67788136
1,5,2,24.07,27.07656359290199,38.31934945727863,23.515498480575143,0.0,78.37547886031273,89.22050449282602,0.0,0.0,300.3610606910159,825.0972919589249,0.0,0.38262463,22.234743,0.34507817,0.0,0.0,0.0,0.02893,0.02915,0.02915,0.02893,1.4696382,0.15933841,22.222221,3.0,0.67788136
2,5,3,23.9,29.3518332705072,39.15048156640295,23.65944301861671,0.0,259.82213408862566,82.85593226809472,0.0,0.0,196.69112726905203,987.909330196628,0.0,0.3694583,22.22306,0.33876896,0.0,0.0,0.0,0.02893,0.02915,0.02915,0.02893,1.4583724,0.057004254,22.222221,3.0,0.67788136
3,5,4,23.87,31.032975175183328,40.93478944064445,26.68600357201619,0.0,248.63152504199184,105.13011859520628,0.0,0.0,465.4831960253559,854.3318251994236,0.0,0.36701688,22.22225,0.33485606,0.0,0.0,0.0,0.02893,0.02915,0.05867,0.02893,1.3373424,0.0,22.222221,3.0,0.67788136
4,5,5,23.83,33.81446723393796,39.71784097764676,24.467757525124085,0.0,272.8251592830484,75.62798569905776,0.0,0.0,569.2033321408306,941.2433251898634,0.0,0.37403992,22.222237,0.34860697,0.0,0.0,0.0,0.02893,0.02915,0.05867,0.02893,1.1634532,0.0,22.222221,3.0,0.67788136
5,5,6,23.85,36.44267277981112,38.721995560016985,25.222325873257702,0.0,132.196509224438,65.86416328392711,0.0,0.0,911.750135702176,468.3834829297313,0.0,0.38520414,22.222237,0.34689447,0.0,0.0,0.0,0.02893,0.02915,0.05867,0.02893,1.3357149,0.33483398,22.222221,3.0,0.67788136
6,5,7,24.98,36.919557697577375,34.716494008317895,24.52208599239156,56.19,133.81878201486575,41.65716496993322,63.052146973707664,140.63,703.6764728259865,234.7813653755601,185.178344448436,0.395415,22.22223,0.408589,25.331348,0.0,0.0,0.02893,0.02915,0.02915,0.02893,1.2389414,0.9058187,22.222221,3.0,0.67788136
7,5,8,26.94,38.9785423294959,33.50566779198031,27.36458294222613,90.91,96.56731119647468,0.0,189.4937961034888,268.13,916.126750380126,0.0,401.8176150993896,0.41118348,22.332556,0.40251273,91.302536,0.0,0.0,0.02915,0.02915,0.02915,0.02893,1.319662,0.0,22.333334,3.0,0.67788136
8,5,9,29.3,39.55098320815213,29.976657584791457,30.81295330087539,218.81,122.01820987147964,0.0,147.05727390602033,197.38,998.7860863672068,0.0,624.643111387923,0.4328323,22.771797,0.45280996,221.97502,0.0,0.0,0.02915,0.02915,0.02915,0.02893,4.0250163,3.3150163,22.777779,3.0,0.67788136
9,5,10,31.66,39.49892361312904,28.918429858402952,33.26021955702842,278.2,128.23572465653933,0.0,148.78285145296525,405.23,834.0329660004646,0.0,844.4680671557885,0.42848545,23.266788,0.40067595,401.64407,0.0,0.0,0.02915,0.05867,0.02915,0.02893,2.458844,0.21539555,23.333334,3.0,0.67788136
10,5,11,33.87,40.08525428170629,27.676508622732783,35.02097721939927,328.87,102.59605911788576,0.0,172.22370471862143,539.94,682.6962192234053,0.0,749.1274776471071,0.45759925,24.40689,0.39833075,564.91034,0.0,0.0,0.02915,0.05867,0.02893,0.02893,1.6538339,0.0,24.444445,3.0,0.67788136
11,5,12,35.9,37.52728720903596,26.08980645935944,36.69120844938156,112.41,72.89808381664214,0.0,219.14188891242225,874.11,586.8953044832238,0.0,1072.821434530928,0.48746818,24.444319,0.39929098,668.9316,0.0,0.0,0.02915,0.05867,0.02893,0.02893,3.2172143,1.6562988,24.444445,3.0,0.67788136
12,5,13,37.51,36.91681278109303,25.903390632424284,38.72668925081827,121.83,57.42243914758625,0.0,106.15591792916666,844.38,389.9758929051535,0.0,686.0481127187668,0.49153635,24.44445,0.40301776,683.7988,0.0,0.0,0.02915,0.02915,0.02893,0.02893,3.0492523,0.2264962,24.444445,3.0,0.67788136
13,5,14,38.69,32.41205455702462,25.72409595927396,38.56336225824167,116.94,0.0,0.0,155.3387940411361,860.31,0.0,0.0,520.8854304340953,0.48764792,24.444452,0.3561344,687.1585,0.0,0.0,0.02915,0.02915,0.02893,0.02893,3.5096958,0.0,24.444445,3.0,0.67788136
14,5,15,39.3,30.835533317433235,25.26422006934006,38.41185497644129,114.1,0.0,0.0,150.66126483107612,851.91,0.0,0.0,537.2447270391707,0.47971603,24.444458,0.35630435,645.004,0.0,0.0,0.02915,0.02915,0.02893,0.02893,4.31503,0.22648923,24.444445,3.0,0.67788136
15,5,16,39.53,30.552141557040727,25.18654895787885,39.42017293605862,107.21,0.0,0.0,100.1045724763507,815.19,0.0,0.0,689.8171276715423,0.4715013,24.444454,0.40504846,553.2722,0.0,0.0,0.05867,0.02915,0.02893,0.02893,6.009754,1.0209699,24.444445,3.0,0.67788136
16,5,17,39.16,28.479678874954544,24.059201729214525,40.33298102857114,99.99,0.0,0.0,94.99402961331444,741.94,0.0,0.0,926.4824182752265,0.46004352,23.581625,0.35936105,421.39114,0.0,0.0,0.05867,0.02893,0.02893,0.02893,7.337235,0.4529948,23.555555,3.0,0.67788136
17,5,18,38.12,26.891977031131034,23.315087868847343,37.28779054331658,84.96,0.0,0.0,108.9930263684448,608.73,0.0,0.0,562.6353983256062,0.44940948,25.53245,0.7734966,247.31622,0.0,0.0,0.05867,0.02893,0.02893,0.02893,4.635886,0.0,25.555555,3.0,0.67788136
