,day_type,hour,outdoor_dry_bulb_temperature,outdoor_dry_bulb_temperature_predicted_6h,outdoor_dry_bulb_temperature_predicted_12h,outdoor_dry_bulb_temperature_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,carbon_intensity,indoor_dry_bulb_temperature,non_shiftable_load,solar_generation,dhw_storage_soc,electrical_storage_soc,electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h,cooling_demand,dhw_demand,indoor_dry_bulb_temperature_set_point,occupant_count,net_electricity_consumption
0,5,1,24.66,24.91063837286892,38.41595750389884,27.611463798620964,0.0,54.62592690305676,116.84288555041891,0.0,0.0,143.32433464351564,1020.7560931323054,0.0,0.40248835,24.431562,0.4220805,0.0,0.0,0.2,0.02893,0.02893,0.02915,0.02893,0.5579055,0.0,24.444445,2.0,0.5631514
1,5,2,24.07,27.07656359290199,38.31934945727863,23.515498480575143,0.0,78.37547886031273,89.22050449282602,0.0,0.0,300.3610606910159,825.0972919589249,0.0,0.38262463,24.444384,0.41900185,0.0,0.0,0.0,0.02893,0.02915,0.02915,0.02893,0.22139712,0.0,24.444445,2.0,0.5631514
2,5,3,23.9,29.3518332705072,39.15048156640295,23.65944301861671,0.0,259.82213408862566,82.85593226809472,0.0,0.0,196.69112726905203,987.909330196628,0.0,0.3694583,24.444445,0.41660294,0.0,0.0,0.0,0.02893,0.02915,0.02915,0.02893,0.11927145,0.0,24.444445,2.0,0.5631514
3,5,4,23.87,31.032975175183328,40.93478944064445,26.68600357201619,0.0,248.63152504199184,105.13011859520628,0.0,0.0,465.4831960253559,854.3318251994236,0.0,0.36701688,24.444439,0.41882977,0.0,0.0,0.0,0.02893,0.02915,0.05867,0.02893,0.06040274,0.0,24.444445,2.0,0.5631514
4,5,5,23.83,33.81446723393796,39.71784097764676,24.467757525124085,0.0,272.8251592830484,75.62798569905776,0.0,0.0,569.2033321408306,941.2433251898634,0.0,0.37403992,24.361916,0.43516034,0.0,0.0,0.0,0.02893,0.02915,0.05867,0.02893,0.0,0.0,24.444445,2.0,0.5631514
5,5,6,23.85,36.44267277981112,38.721995560016985,25.222325873257702,0.0,132.196509224438,65.86416328392711,0.0,0.0,911.750135702176,468.3834829297313,0.0,0.38520414,24.287533,0.4998095,0.0,0.0,0.0,0.02893,0.02915,0.05867,0.02893,0.0,0.0,24.444445,2.0,0.5631514
6,5,7,24.98,36.919557697577375,34.716494008317895,24.52208599239156,56.19,133.81878201486575,41.65716496993322,63.052146973707664,140.63,703.6764728259865,234.7813653755601,185.178344448436,0.395415,24.11459,0.66373295,25.331348,0.0,0.0,0.02893,0.02915,0.02915,0.02893,0.56920165,0.2566032,24.11111,2.0,0.5631514
7,5,8,26.94,38.9785423294959,33.50566779198031,27.36458294222613,90.91,96.56731119647468,0.0,189.4937961034888,268.13,916.126750380126,0.0,401.8176150993896,0.41118348,23.349218,0.8164316,91.302536,0.0,0.0,0.02915,0.02915,0.02915,0.02893,1.0092591,0.0,23.333334,2.0,0.5631514
8,5,9,29.3,39.55098320815213,29.976657584791457,30.81295330087539,218.81,122.01820987147964,0.0,147.05727390602033,197.38,998.7860863672068,0.0,624.643111387923,0.4328323,23.333536,1.0114818,221.97502,0.0,0.0,0.02915,0.02915,0.02915,0.02893,2.3608716,0.86923575,23.333334,2.0,0.5631514
9,5,10,31.66,39.49892361312904,28.918429858402952,33.26021955702842,278.2,128.23572465653933,0.0,148.78285145296525,405.23,834.0329660004646,0.0,844.4680671557885,0.42848545,23.333342,1.1799242,401.64407,0.0,0.0,0.02915,0.05867,0.02915,0.02893,2.7974024,0.84999,23.333334,2.0,0.5631514
